"","opa_number","street_address","zip_code","principal_due","penalty_due","interest_due","other_charges_due","total_due","is_actionable","payment_agreement","num_years_owed","most_recent_year_owed","oldest_year_owed","year_of_last_assessment","taxable_assessment","mailing_city","mailing_state","general_building_description","building_category","exempt_abatement_assessment","homestead_value","net_tax_value_after_homestead","sheriff_sale","liens_sold_1990s","liens_sold_2015","assessment_under_appeal","year_month","full_address","latitude","longitude","delinquent"
"2943",442116100,"4950 W THOMPSON ST",19131,124.4,50.71,97.92,187.9,460.93,TRUE,FALSE,1,2019,2019,2022,45000,NA,NA,"house","residential",14900,0,629.91,"N",FALSE,"N",FALSE,202206,"4950 W Thompson St, Philadelphia, PA, USA",39.9734216,-75.22124609,1
"2944",442132000,"5217 W THOMPSON ST",19131,3157.14,239.02,536.5,1626.09,5558.75,TRUE,FALSE,11,2021,2010,2022,58300,NA,NA,"house","residential",0,0,816.08,"N",FALSE,"N",FALSE,202206,"5217 W Thompson St, Philadelphia, PA, USA",39.9729872,-75.2264174,1
"2945",193239000,"258 W ONTARIO ST",19140,780.83,59.61,258.18,305.67,1404.29,TRUE,FALSE,1,2018,2018,2022,36400,NA,NA,"house","residential",0,509.53,0,"N",FALSE,"N",FALSE,202206,"258 W Ontario St, Philadelphia, PA, USA",40.00233821,-75.13457993,1
"2946",301113400,"2061 SAINT ALBANS ST",19146,0,123.3,189.21,232.44,544.95,TRUE,FALSE,2,2020,2019,2022,408800,"GLADWYNE","PA","house","residential",0,0,5722.38,"N",FALSE,"N",FALSE,202206,"2061 Saint Albans St, Philadelphia, PA, USA",39.94262539,-75.17673379,1
"2947",301143500,"1611 WEBSTER ST",19146,0,5.04,5.67,97.58,108.29,TRUE,FALSE,1,2020,2020,2022,63300,NA,NA,"house","residential",267500,0,886.07,"N",FALSE,"N",FALSE,202206,"1611 Webster St, Philadelphia, PA, USA",39.94091841,-75.16963201,1
"2948",301158400,"1726 WEBSTER ST",19146,279.66,19.58,138.43,118.16,555.83,TRUE,FALSE,1,2015,2015,2022,215000,NA,NA,"house","residential",0,0,3009.57,"Y",FALSE,"N",FALSE,202206,"1726 Webster St, Philadelphia, PA, USA",39.94102931,-75.17150247,1
"2949",172272800,"6513 N 18TH ST",19126,6281.27,994.08,4746.46,1660.58,13682.39,TRUE,FALSE,12,2021,2010,2022,104200,NA,NA,"house","residential",0,629.91,828.68,"Y",FALSE,"N",FALSE,202206,"6513 N 18th St, Philadelphia, PA, USA",40.05311836,-75.14811479,1
"2950",172288200,"6223 N GRATZ ST",19141,1665.7,191.98,381.11,834.63,3073.42,TRUE,FALSE,4,2021,2018,2022,83100,NA,NA,"house","residential",0,629.91,533.32,"N",FALSE,"N",FALSE,202206,"6223 N Gratz St, Philadelphia, PA, USA",40.04877492,-75.14980025,1
"2951",172296500,"6248 N GRATZ ST",19141,1202.64,78.05,116.18,340.88,1737.75,TRUE,FALSE,2,2021,2020,2022,83100,NA,NA,"house","residential",0,629.91,533.32,"N",FALSE,"N",FALSE,202206,"6248 N Gratz St, Philadelphia, PA, USA",40.04881971,-75.14994214,1
"2952",172313300,"6214 LIMEKILN PIKE",19141,0,0,0,20,20,TRUE,FALSE,1,2016,2016,2022,54100,NA,NA,"house","residential",0,0,757.29,"N",FALSE,"N",FALSE,202206,"6214 Limekiln Pike, Philadelphia, PA, USA",40.04889786,-75.15198457,1
"2953",442135600,"4930 KERSHAW ST",19131,878.16,53.39,52.36,285.02,1268.93,TRUE,FALSE,2,2021,2020,2022,55200,"CAMDEN","NJ","house","residential",0,0,772.69,"N",FALSE,"N",FALSE,202206,"4930 Kershaw St, Philadelphia, PA, USA",39.97410826,-75.22122887,1
"2954",433040100,"3927 N REESE ST",19140,53.67,3.48,5.19,6.24,68.58,TRUE,FALSE,2,2021,2020,2022,46700,"COVINA","CA","house","residential",0,629.91,23.8,"N",FALSE,"N",FALSE,202206,"3927 N Reese St, Philadelphia, PA, USA",40.01097848,-75.13667815,1
"2955",433053900,"3947 N FAIRHILL ST",19140,1120.58,72.73,108.26,331.35,1632.92,TRUE,FALSE,2,2021,2020,2022,35500,"PHILADELPHIA","PA","house","residential",0,0,496.93,"N",FALSE,"N",FALSE,202206,"3947 N Fairhill St, Philadelphia, PA, USA",40.01133781,-75.13726678,1
"2956",433055500,"4017 N FAIRHILL ST",19140,2987.68,201.72,547.44,1104.28,4841.12,TRUE,FALSE,4,2021,2018,2022,46100,NA,NA,"house","residential",0,0,645.31,"N",FALSE,"N",FALSE,202206,"4017 N Fairhill St, Philadelphia, PA, USA",40.01241645,-75.13702921,1
"2957",433058300,"3908 N FAIRHILL ST",19140,0,0,6.38,33.79,40.17,TRUE,FALSE,1,2019,2019,2022,3500,"STATEN ISLAND","NY","house","residential",0,0,48.99,"N",FALSE,"N",FALSE,202206,"3908 N Fairhill St, Philadelphia, PA, USA",40.01081388,-75.13753403,1
"2958",433060200,"3944 N FAIRHILL ST",19140,1341.55,87.07,129.6,496.3,2054.52,TRUE,FALSE,2,2021,2020,2022,42500,NA,NA,"house","residential",0,0,594.91,"N",FALSE,"N",FALSE,202206,"3944 N Fairhill St, Philadelphia, PA, USA",40.01132831,-75.1374206,1
"2959",433060400,"3948 N FAIRHILL ST",19140,226.98,15.89,52.77,250.06,545.7,TRUE,FALSE,2,2019,2017,2022,41300,NA,NA,"house","residential",0,578.12,0,"N",FALSE,"N",FALSE,202206,"3948 N Fairhill St, Philadelphia, PA, USA",40.01138547,-75.137408,1
"2960",433062800,"4034 N FAIRHILL ST",19140,541.44,67.76,60.16,268.13,937.49,TRUE,FALSE,2,2021,2020,2022,45600,NA,NA,"house","residential",0,0,638.31,"N",FALSE,"N",FALSE,202206,"4034 N Fairhill St, Philadelphia, PA, USA",40.0126858,-75.1371218,1
"2961",371086400,"2651 N FRANKLIN ST",19133,2364.81,160.62,486.35,703.56,3715.34,TRUE,FALSE,4,2021,2018,2022,30600,NA,NA,"house","residential",0,0,428.34,"N",FALSE,"N",FALSE,202206,"2651 N Franklin St, Philadelphia, PA, USA",39.99184835,-75.14456618,1
"2962",371104700,"2641 N 8TH ST",19133,0,0,0,327.19,327.19,TRUE,FALSE,4,2017,2014,2022,32000,NA,NA,"house","residential",0,447.94,0,"N",FALSE,"N",FALSE,202206,"2641 N 8th St, Philadelphia, PA, USA",39.99177949,-75.14523762,1
"2963",371105000,"2647 N 8TH ST",19133,1209.92,103.87,171.26,476.85,1961.9,TRUE,FALSE,4,2021,2018,2022,32000,"PHILADELPHIA","PA","house","residential",0,0,447.94,"N",FALSE,"N",FALSE,202206,"2647 N 8th St, Philadelphia, PA, USA",39.99186955,-75.14521817,1
"2964",371112600,"2652 N 8TH ST",19133,1306.4,86.89,182.9,459.41,2035.6,TRUE,FALSE,3,2021,2019,2022,28300,"PHILADELPHIA","PA","house","residential",0,0,396.14,"N",FALSE,"N",FALSE,202206,"2652 N 8th St, Philadelphia, PA, USA",39.99197831,-75.14534629,1
"2965",301227800,"1629 CARPENTER ST",19146,930.28,60.38,89.87,309.25,1389.78,TRUE,FALSE,2,2021,2020,2022,436800,NA,NA,"house","residential",0,629.91,5484.42,"N",FALSE,"N",FALSE,202206,"1629 Carpenter St, Philadelphia, PA, USA",39.93963344,-75.17063714,1
"2966",301290300,"746 S MOLE ST",19146,21648.14,1471.9,5283.32,5709.55,34112.91,TRUE,FALSE,6,2021,2016,2022,270000,"PHILADELPHIA","PA","house","residential",0,0,3779.46,"N",FALSE,"N",FALSE,202206,"746 S Mole St, Philadelphia, PA, USA",39.94189653,-75.168757,1
"2967",301367000,"773 S CLEVELAND ST",19146,2390.76,271.13,354.41,699.85,3716.15,TRUE,FALSE,4,2021,2018,2022,123300,NA,NA,"house","residential",135200,0,1725.95,"N",FALSE,"N",FALSE,202206,"773 S Cleveland St, Philadelphia, PA, USA",39.94194301,-75.17286619,1
"2968",172316700,"6332 LIMEKILN PIKE",19138,453.31,88.07,85.81,172.92,800.11,TRUE,FALSE,2,2021,2013,2022,86900,NA,NA,"house","residential",0,629.91,586.52,"N",FALSE,"N",FALSE,202206,"6332 Limekiln Pike, Philadelphia, PA, USA",40.05087047,-75.1531395,1
"2969",172320600,"5787 KEMBLE AVE",19141,3160.53,211.09,464.58,1014.25,4850.45,TRUE,FALSE,3,2021,2019,2022,108000,NA,NA,"house","residential",0,629.91,881.87,"N",FALSE,"N",FALSE,202206,"5787 Kemble Ave, Philadelphia, PA, USA",40.04254167,-75.15314185,1
"2970",172323400,"5939 KEMBLE AVE",19138,3253.43,220.63,711.81,1253.16,5439.03,TRUE,FALSE,5,2021,2017,2022,90700,NA,NA,"house","residential",0,629.91,639.71,"N",FALSE,"N",FALSE,202206,"5939 Kemble Ave, Philadelphia, PA, USA",40.04440025,-75.15481234,1
"2971",172325700,"5716 KEMBLE AVE",19141,13061.64,949.08,6476.18,2601.12,23088.02,TRUE,FALSE,11,2021,2010,2022,99900,"NEWARK","DE","house","residential",0,629.91,768.49,"Y",FALSE,"N",FALSE,202206,"5716 Kemble Ave, Philadelphia, PA, USA",40.04082912,-75.15178951,1
"2972",172329400,"5826 KEMBLE AVE",19141,5486.16,375,1393.88,1228.48,8483.52,TRUE,FALSE,5,2021,2017,2022,101100,NA,NA,"house","residential",0,629.91,785.29,"N",FALSE,"N",FALSE,202206,"5826 Kemble Ave, Philadelphia, PA, USA",40.04240671,-75.15320225,1
"2973",172337700,"5715 N 19TH ST",19141,16140.85,1149,6431.72,3100.69,26822.26,TRUE,FALSE,8,2021,2014,2022,143500,NA,NA,"house","residential",0,629.91,1378.8,"N",FALSE,"N",FALSE,202206,"5715 N 19th St, Philadelphia, PA, USA",40.04063517,-75.15251606,1
"2974",433066500,"3959 N 6TH ST",19140,261.49,45.09,100.11,383.86,790.55,TRUE,FALSE,3,2019,2017,2022,42400,NA,NA,"house","residential",0,593.52,0,"N",FALSE,"N",FALSE,202206,"3959 N 6th St, Philadelphia, PA, USA",40.01159987,-75.13789017,1
"2975",433074400,"4034 N 6TH ST",19140,1931.88,127.55,244.12,675.77,2979.32,TRUE,FALSE,3,2021,2019,2022,47800,NA,NA,"house","residential",0,0,669.1,"N",FALSE,"N",FALSE,202206,"4034 N 6th St, Philadelphia, PA, USA",40.0127758,-75.1377833,1
"2976",433075500,"4056 N 6TH ST",19140,3161.75,232.71,615.91,1156.62,5166.99,TRUE,FALSE,4,2021,2018,2022,47800,NA,NA,"house","residential",0,0,669.1,"N",FALSE,"N",FALSE,202206,"4056 N 6th St, Philadelphia, PA, USA",40.01308178,-75.13771613,1
"2977",433085100,"4010 N MARSHALL ST",19140,1313.06,96.9,134.78,353.66,1898.4,TRUE,FALSE,2,2021,2020,2022,47300,"PHILA","PA","house","residential",0,0,662.11,"N",FALSE,"N",FALSE,202206,"4010 N Marshall St, Philadelphia, PA, USA",40.01255001,-75.13868457,1
"2978",433096600,"3958 N 7TH ST",19140,1789.33,119.44,271.2,421.61,2601.58,TRUE,FALSE,3,2021,2019,2022,36100,NA,NA,"house","residential",0,0,505.33,"N",FALSE,"N",FALSE,202206,"3958 N 7th St, Philadelphia, PA, USA",40.0118348,-75.13969636,1
"2979",433097900,"4018 N 7TH ST",19140,115.21,7.53,14.62,24.73,162.09,TRUE,FALSE,3,2021,2017,2022,48300,NA,NA,"house","residential",0,629.91,46.19,"N",FALSE,"N",FALSE,202206,"4018 N 7th St, Philadelphia, PA, USA",40.01276927,-75.13949265,1
"2980",433101300,"3921 N FRANKLIN ST",19140,7.05,129.79,255.21,314.34,706.39,TRUE,FALSE,3,2021,2019,2022,40500,"PHILADELPHIA","PA","house","residential",0,0,566.92,"N",FALSE,"N",FALSE,202206,"3921 N Franklin St, Philadelphia, PA, USA",40.01234082,-75.14009135,1
"2981",371123400,"2533 N 9TH ST",19133,3314.16,253.35,1056.58,1164.07,5788.16,TRUE,FALSE,6,2021,2016,2022,32200,"SALUDA","NC","house","residential",0,0,450.74,"N",FALSE,"N",FALSE,202206,"2533 N 9th St, Philadelphia, PA, USA",39.99046092,-75.1465343,1
"2982",371125400,"2613 N 9TH ST",19133,2785.69,208.16,1066.11,932.19,4992.15,TRUE,FALSE,8,2021,2014,2022,28600,NA,NA,"house","residential",0,0,400.34,"N",FALSE,"N",FALSE,202206,"2613 N 9th St, Philadelphia, PA, USA",39.99148624,-75.14630875,1
"2983",462016600,"5043 HAZEL AVE",19143,9611.69,623.81,928.5,2225.35,13389.35,TRUE,FALSE,2,2021,2020,2022,304500,NA,NA,"house","residential",0,0,4262.39,"N",FALSE,"N",FALSE,202206,"5043 Hazel Ave, Philadelphia, PA, USA",39.95091995,-75.22359505,1
"2984",302102500,"2632 CATHARINE ST",19146,0,24.02,56.67,103.72,184.41,TRUE,FALSE,1,2014,2014,2022,207500,"MERION STA","PA","house","residential",0,0,2904.59,"N",FALSE,"N",FALSE,202206,"2632 Catharine St, Philadelphia, PA, USA",39.94322964,-75.18614097,1
"2985",302112900,"2104 WEBSTER ST",19146,4838.03,391.41,1950.37,1447.65,8627.46,TRUE,FALSE,8,2021,2014,2022,51000,NA,NA,"house","residential",165000,0,713.9,"Y",FALSE,"N",FALSE,202206,"2104 Webster St, Philadelphia, PA, USA",39.94188521,-75.17777909,1
"2986",302156300,"805 S BAMBREY ST",19146,38.81,2.72,5.53,8.47,55.53,TRUE,FALSE,1,2020,2020,2022,184800,"PHILADELPHIA","PA","house","residential",0,0,2586.83,"N",FALSE,"N",FALSE,202206,"805 S Bambrey St, Philadelphia, PA, USA",39.94314239,-75.18562233,1
"2987",172351800,"6036 N 19TH ST",19141,1827.63,118.61,176.55,321.24,2444.03,TRUE,FALSE,2,2021,2020,2022,102900,NA,NA,"house","residential",0,629.91,810.48,"N",FALSE,"N",FALSE,202206,"6036 N 19th St, Philadelphia, PA, USA",40.04585406,-75.15200188,1
"2988",172352800,"4903 N UBER ST",19141,5438.61,358.5,2464.17,2046.49,10307.77,TRUE,FALSE,8,2019,2010,2022,70200,NA,NA,"house","residential",0,0,982.66,"N",FALSE,"N",FALSE,202206,"4903 N Uber St, Philadelphia, PA, USA",40.02884056,-75.1558624,1
"2989",172359500,"5640 N UBER ST",19141,122.43,33.48,6.43,300.55,462.89,TRUE,FALSE,3,2021,2019,2022,101000,NA,NA,"house","residential",0,0,1413.8,"N",FALSE,"N",FALSE,202206,"5640 N Uber St, Philadelphia, PA, USA",40.03992401,-75.15359374,1
"2990",172360800,"6317 N GARNET ST",19141,2064.78,258.73,619.86,596.12,3539.49,TRUE,FALSE,4,2021,2017,2022,81300,NA,NA,"house","residential",0,0,1138.04,"N",FALSE,"N",FALSE,202206,"6317 N Garnet St, Philadelphia, PA, USA",40.05044617,-75.15117766,1
"2991",172368600,"6340 N OPAL ST",19141,1268.61,88.81,356.54,812.09,2526.05,TRUE,FALSE,5,2019,2015,2022,44700,"PHILADELPHIA","PA","house","residential",0,625.71,0,"N",FALSE,"N",FALSE,202206,"6340 N Opal St, Philadelphia, PA, USA",40.05085278,-75.1520088,1
"2992",172381300,"5766 N 20TH ST",19138,0,0,0,63.98,63.98,TRUE,FALSE,1,2019,2019,2022,82300,"PHILADELPHIA","PA","house","residential",0,0,1152.04,"N",FALSE,"N",FALSE,202206,"5766 N 20th St, Philadelphia, PA, USA",40.04217169,-75.15405835,1
"2993",172391200,"5811 N WOODSTOCK ST",19138,1113.72,72.35,126.67,378.97,1691.71,TRUE,FALSE,3,2021,2018,2022,79900,NA,NA,"house","residential",0,629.91,488.53,"N",FALSE,"N",FALSE,202206,"5811 N Woodstock St, Philadelphia, PA, USA",40.04290962,-75.15456825,1
"2994",433108300,"3938 N FRANKLIN ST",19140,847.65,59.33,268.83,468.91,1644.72,TRUE,FALSE,3,2019,2017,2022,41200,NA,NA,"house","residential",0,576.72,0,"N",FALSE,"N",FALSE,202206,"3938 N Franklin St, Philadelphia, PA, USA",40.0116303,-75.14039739,1
"2995",433115000,"3951 N 8TH ST",19140,4.11,35.35,58.97,334.01,432.44,TRUE,FALSE,2,2019,2018,2022,41400,NA,NA,"house","residential",0,579.52,0,"N",FALSE,"N",FALSE,202206,"3951 N 8th St, Philadelphia, PA, USA",40.01186379,-75.14085159,1
"2996",433126200,"3949 N DARIEN ST",19140,0,7.31,1.41,216.48,225.2,TRUE,FALSE,2,2019,2018,2022,38400,NA,NA,"house","residential",0,537.52,0,"N",FALSE,"N",FALSE,202206,"3949 N Darien St, Philadelphia, PA, USA",40.01190258,-75.1413461,1
"2997",433136600,"3927 N 9TH ST",19140,857.78,108.3,351.02,377.93,1695.03,TRUE,FALSE,3,2019,2017,2022,37700,NA,NA,"house","residential",0,527.72,0,"N",FALSE,"N",FALSE,202206,"3927 N 9th St, Philadelphia, PA, USA",40.01164409,-75.14194416,1
"2998",433136700,"3929 N 9TH ST",19140,149.71,10.48,34.8,120.09,315.08,TRUE,FALSE,1,2019,2019,2022,37700,NA,NA,"house","residential",0,527.72,0,"N",FALSE,"N",FALSE,202206,"3929 N 9th St, Philadelphia, PA, USA",40.01167172,-75.14193805,1
"2999",433142000,"3926 N 9TH ST",19140,6273.66,489.11,2675.43,2004.66,11442.86,TRUE,FALSE,10,2021,2012,2022,37600,"PHILA","PA","house","residential",0,0,526.32,"Y",FALSE,"N",FALSE,202206,"3926 N 9th St, Philadelphia, PA, USA",40.0116632,-75.14209168,1
"3000",314171200,"2212 E HAROLD ST",19125,0,85.09,0.7,188.43,274.22,TRUE,FALSE,5,2021,2010,2022,127000,NA,NA,"house","residential",0,629.91,1147.84,"N",FALSE,"N",FALSE,202206,"2212 E Harold St, Philadelphia, PA, USA",39.98292186,-75.12165566,1
"3001",273107800,"1326 S PAXON ST",19143,506.7,35.47,409.73,194.94,1146.84,TRUE,FALSE,5,2018,2011,2022,38800,NA,NA,"house","residential",0,543.12,0,"N",FALSE,"N",FALSE,202206,"1326 S Paxon St, Philadelphia, PA, USA",39.94016727,-75.21750289,1
"3002",273108500,"1340 S PAXON ST",19143,600.15,42.01,85.52,173.36,901.04,TRUE,FALSE,1,2020,2020,2022,38800,"PHILADELPHIA","PA","house","residential",0,0,543.12,"N",FALSE,"N",FALSE,202206,"1340 S Paxon St, Philadelphia, PA, USA",39.94009052,-75.21741139,1
"3003",442323500,"1467 N 53RD ST",19131,635.9,42.16,116.72,381.26,1176.04,TRUE,FALSE,3,2021,2017,2022,14600,"PHILADELPHIA","PA","house","residential",0,0,204.37,"N",FALSE,"N",FALSE,202206,"1467 N 53rd St, Philadelphia, PA, USA",39.97637762,-75.22796576,1
"3004",442325100,"1499 N 53RD ST",19131,5597.27,479.64,1495.79,1301.91,8874.61,TRUE,FALSE,10,2021,2010,2022,63700,"PHILADELPHIA","PA","house","residential",0,0,891.67,"Y",FALSE,"N",FALSE,202206,"1499 N 53rd St, Philadelphia, PA, USA",39.97671655,-75.22800945,1
"3005",322236200,"2436 ARLINGTON ST",19121,969.06,62.89,93.62,313.75,1439.32,TRUE,FALSE,2,2021,2020,2022,30700,NA,NA,"house","residential",0,0,429.74,"N",FALSE,"N",FALSE,202206,"2436 Arlington St, Philadelphia, PA, USA",39.98493222,-75.17420452,1
"3006",322261700,"2227 FONTAIN ST",19121,1451.52,113.09,250.93,866.35,2681.89,TRUE,FALSE,5,2021,2017,2022,31500,"PHILADELPHIA","PA","house","residential",0,0,440.94,"N",FALSE,"N",FALSE,202206,"2227 Fontain St, Philadelphia, PA, USA",39.98606214,-75.17074588,1
"3007",162269600,"2003 W BOSTON ST",19132,1168.65,88.61,235.6,808.26,2301.12,TRUE,FALSE,5,2021,2017,2022,18200,NA,NA,"house","residential",0,0,254.76,"N",FALSE,"N",FALSE,202206,"2003 W Boston St, Philadelphia, PA, USA",39.99110358,-75.16509304,1
"3008",162273600,"2022 W HAGERT ST",19132,348.27,24.38,206.35,206.53,785.53,TRUE,FALSE,1,2015,2015,2022,30500,NA,NA,"house","residential",0,401.74,25.2,"N",FALSE,"N",FALSE,202206,"2022 W Hagert St, Philadelphia, PA, USA",39.9914423,-75.1653026,1
"3009",162300100,"2217 W FIRTH ST",19132,2568.18,173.75,545.34,831.71,4118.98,TRUE,FALSE,5,2021,2017,2022,37400,"PHILADELPHIA","PA","house","residential",0,0,523.53,"N",FALSE,"N",FALSE,202206,"2217 W Firth St, Philadelphia, PA, USA",39.99316616,-75.16842313,1
"3010",441089000,"124 DEARBORN ST",19139,665.84,43.2,66.5,240.41,1015.95,TRUE,FALSE,3,2021,2019,2022,21200,"PHILA","PA","house","residential",0,0,296.76,"N",FALSE,"N",FALSE,202206,"124 Dearborn St, Philadelphia, PA, USA",39.96167139,-75.2220552,1
"3011",441095800,"141 N 51ST ST",19139,2131.09,144.35,457.2,776.24,3508.88,TRUE,FALSE,5,2021,2017,2022,30000,"PHILADELPHIA","PA","house","residential",0,0,419.94,"N",FALSE,"N",FALSE,202206,"141 N 51st St, Philadelphia, PA, USA",39.96194603,-75.22235882,1
"3012",441101300,"146 N 51ST ST",19139,2278.07,431.1,767,987.25,4463.42,TRUE,FALSE,9,2020,2011,2022,55400,NA,NA,"house","residential",0,0,775.49,"N",FALSE,"N",FALSE,202206,"146 N 51st St, Philadelphia, PA, USA",39.96205044,-75.22248831,1
"3013",441110600,"149 N PAXON ST",19139,29.61,1.79,1.55,69.08,102.03,TRUE,FALSE,2,2021,2020,2022,23500,"PHILADELPHIA","PA","house","residential",0,0,328.95,"N",FALSE,"N",FALSE,202206,"149 N Paxon St, Philadelphia, PA, USA",39.96217796,-75.22332018,1
"3014",441114500,"28 N PAXON ST",19139,0,0,0,54.28,54.28,TRUE,FALSE,1,2020,2020,2022,78100,NA,NA,"house","residential",0,0,1093.24,"N",FALSE,"N",FALSE,202206,"28 N Paxon St, Philadelphia, PA, USA",39.96032759,-75.22386183,1
"3015",441124000,"250 N CREIGHTON ST",19139,714.82,62.04,73.28,368.86,1219,TRUE,FALSE,2,2021,2020,2022,30700,NA,NA,"house","residential",0,0,429.74,"N",FALSE,"N",FALSE,202206,"250 N Creighton St, Philadelphia, PA, USA",39.96383853,-75.22377149,1
"3016",232275000,"4705 DUFFIELD ST",19124,1294.19,83.99,125.02,486.4,1989.6,TRUE,FALSE,2,2021,2020,2022,41000,"PHILADELPHIA","PA","house","residential",0,0,573.92,"N",FALSE,"N",FALSE,202206,"4705 Duffield St, Philadelphia, PA, USA",40.01535253,-75.08082936,1
"3017",252145600,"2122 E BIRCH ST",19134,871.2,56.54,84.15,397.96,1409.85,TRUE,FALSE,2,2021,2020,2022,27600,NA,NA,"house","residential",0,0,386.34,"N",FALSE,"N",FALSE,202206,"2122 E Birch St, Philadelphia, PA, USA",39.98878032,-75.11573809,1
"3018",252153500,"2113 E BIRCH ST",19134,1706.43,114.12,254.76,509.31,2584.62,TRUE,FALSE,3,2021,2019,2022,33100,"PHILADELPHIA","PA","house","residential",0,0,463.33,"N",FALSE,"N",FALSE,202206,"2113 E Birch St, Philadelphia, PA, USA",39.98894906,-75.11569833,1
"3019",252158900,"1906 E ORLEANS ST",19134,797.38,113.82,610.13,519.14,2040.47,TRUE,FALSE,5,2017,2013,2022,67400,NA,NA,"house","residential",0,629.91,313.56,"N",FALSE,"N",FALSE,202206,"1906 E Orleans St, Philadelphia, PA, USA",39.99234714,-75.11735371,1
"3020",322271500,"2033 DIAMOND ST",19121,6233.3,415,880.85,1091.56,8620.71,TRUE,FALSE,4,2021,2016,2022,132500,"BROOKLYN","NY","house","residential",0,0,1854.73,"N",FALSE,"N",FALSE,202206,"2033 Diamond St, Philadelphia, PA, USA",39.98619286,-75.16744769,1
"3021",323004300,"3115 W MONTGOMERY AVE",19121,1651.53,106.43,152.77,541.67,2452.4,TRUE,FALSE,2,2021,2020,2022,57000,"PHILADELPHIA","PA","house","residential",0,0,797.89,"N",FALSE,"N",FALSE,202206,"3115 W Montgomery Ave, Philadelphia, PA, USA",39.98379835,-75.18505918,1
"3022",291067800,"2213 SEYBERT ST",19121,3115.12,413.53,904.85,1644.54,6078.04,TRUE,FALSE,8,2021,2014,2022,66100,"PHILADELPHIA","PA","house","residential",0,0,925.27,"N",FALSE,"N",FALSE,202206,"2213 Seybert St, Philadelphia, PA, USA",39.97548629,-75.17222131,1
"3023",251302700,"2976 ALMOND ST",19134,5298.35,357.09,996.19,1645.71,8297.34,TRUE,FALSE,5,2021,2017,2022,85700,NA,NA,"house","residential",0,0,1199.63,"N",FALSE,"N",FALSE,202206,"2976 Almond St, Philadelphia, PA, USA",39.98281923,-75.1090576,1
"3024",251310300,"3176 ALMOND ST",19134,577.74,59.68,216.31,256.33,1110.06,TRUE,FALSE,2,2018,2016,2022,146300,NA,NA,"house","residential",0,0,2047.91,"N",FALSE,"N",FALSE,202206,"3176 Almond St, Philadelphia, PA, USA",39.98528647,-75.10435368,1
"3025",251345300,"2824 BELGRADE ST",19134,0,6.99,8.15,194.77,209.91,TRUE,FALSE,2,2020,2019,2022,101000,NA,NA,"house","residential",0,629.91,783.89,"N",FALSE,"N",FALSE,202206,"2824 Belgrade St, Philadelphia, PA, USA",39.98163409,-75.11336647,1
"3026",273167500,"4821 PASCHALL AVE",19143,2780.11,190.55,941.36,1452.51,5364.53,TRUE,FALSE,8,2021,2013,2022,25100,NA,NA,"house","residential",0,0,351.35,"N",FALSE,"N",FALSE,202206,"4821 Paschall Ave, Philadelphia, PA, USA",39.94041471,-75.21068256,1
"3027",441150000,"19 N LINDENWOOD ST",19139,0,54.03,24.18,14.07,92.28,TRUE,FALSE,3,2014,2012,2022,28300,NA,NA,"house","residential",0,396.14,0,"N",FALSE,"N",FALSE,202206,"19 N Lindenwood St, Philadelphia, PA, USA",39.96047808,-75.22606717,1
"3028",441157700,"64 N LINDENWOOD ST",19139,1275.83,85.83,227.3,483.08,2072.04,TRUE,FALSE,4,2021,2018,2022,21600,NA,NA,"house","residential",0,0,302.36,"N",FALSE,"N",FALSE,202206,"64 N Lindenwood St, Philadelphia, PA, USA",39.96117045,-75.22607151,1
"3029",441158500,"120 N LINDENWOOD ST",19139,7499.09,516.93,3409.94,1740.42,13166.38,TRUE,FALSE,11,2021,2010,2022,50400,"PHILADELPHIA","PA","house","residential",0,0,705.5,"N",FALSE,"N",FALSE,202206,"120 N Lindenwood St, Philadelphia, PA, USA",39.96208193,-75.22585627,1
"3030",252178800,"2056 BELLMORE ST",19134,1297.35,84.2,125.32,487.06,1993.93,TRUE,FALSE,2,2021,2020,2022,41100,"PHILADELPHIA","PA","house","residential",0,0,575.32,"N",FALSE,"N",FALSE,202206,"2056 Bellmore St, Philadelphia, PA, USA",39.9899377,-75.11541916,1
"3031",252185100,"2103 BELLMORE ST",19134,3409.17,243.5,869,1420.22,5941.89,TRUE,FALSE,6,2021,2016,2022,43800,"PHILADELPHIA","PA","house","residential",0,0,613.11,"N",TRUE,"N",FALSE,202206,"2103 Bellmore St, Philadelphia, PA, USA",39.98948177,-75.11497467,1
